Wavelength (nm),Sum(calc),H I (9.6e-2),He I (1.0e-4),He II (2.5e-10),N I (4.7e-1),N II (2.7e-2),N III (1.4e-10),O I (3.9e-1),O II (1.3e-2),O III (9.2e-13),Si I (1.1e-5),Si II (8.9e-5),Si III (7.3e-8),Ar I (9.5e-5),Ar II (4.7e-6),Ar III (4.7e-13),Mn I (3.3e-6),Mn II (9.6e-5),Fe I (4.4e-6),Fe II (9.5e-5),Fe III (2.2e-7),Cu I (8.6e-6),Cu II (9.1e-5),La I (6.8e-7),La II (8.3e-5),W I (4.7e-6),W II (9.5e-5),W III (2.7e-7)
195.9,2.786e-4,,,,,,,,2.521e-19,,,8.842e-10,2.337e-16,,,,,2.849e-6,,2.754e-4,1.762e-9,,4.778e-10,,,,,4.295e-7
196.1,1.381e-3,,,,,,,,2.398e-18,,,5.302e-9,1.203e-15,,,,,1.524e-5,,1.363e-3,9.199e-9,8.595e-14,3.975e-9,,,,,2.298e-6
196.3,6.317e-3,,,,,,,,2.110e-17,,,2.937e-8,5.719e-15,,,,,7.524e-5,,6.230e-3,4.450e-8,9.673e-13,3.064e-8,,,,,1.135e-5
196.5,2.668e-2,,,,,,,,1.719e-16,,,1.502e-7,2.510e-14,,,,,3.430e-4,,2.628e-2,1.995e-7,1.007e-11,2.188e-7,,,,,5.176e-5
196.7,1.040e-1,,,,,,,,1.296e-15,,,7.096e-7,1.018e-13,,,,,1.444e-3,,1.024e-1,8.289e-7,9.693e-11,1.447e-6,,,,,2.179e-4
196.9,3.746e-1,,,,,,,,9.042e-15,,,3.096e-6,3.809e-13,,,,,5.611e-3,,3.681e-1,3.194e-6,8.630e-10,8.872e-6,,,,,8.471e-4
197.1,1.245e+0,,,,,,,,5.842e-14,,,1.248e-5,1.317e-12,,,,,2.013e-2,,1.222e+0,1.142e-5,7.107e-9,5.041e-5,,,,,3.040e-3
197.3,3.823e+0,,,,,,,,3.495e-13,,,4.647e-5,4.207e-12,,,,,6.669e-2,,3.746e+0,3.787e-5,5.413e-8,2.655e-4,,,,,1.007e-2
197.6,1.771e+1,,,,,,,,4.430e-12,,,2.880e-4,2.071e-11,,,,,3.462e-1,,1.731e+1,1.991e-4,9.828e-7,2.785e-3,,,,,5.230e-2
197.8,4.458e+1,,,,,,,,2.189e-11,,,8.807e-4,5.435e-11,,,,,9.392e-1,,4.348e+1,5.489e-4,6.158e-6,1.214e-2,,,,2.903e-13,1.419e-1
198.0,1.036e+2,,,,,,,,1.002e-10,1.349e-39,,2.492e-3,1.319e-10,,,,,2.353e+0,,1.009e+2,1.406e-3,3.568e-5,4.908e-2,,,,3.142e-12,3.555e-1
198.2,2.227e+2,,,,,1.466e-19,,,4.250e-10,1.401e-38,,6.527e-3,2.965e-10,,,,,5.441e+0,,2.162e+2,3.351e-3,1.912e-4,1.841e-1,,,,3.149e-11,8.223e-1
198.4,4.423e+2,,,,,1.572e-18,,,1.671e-9,1.347e-37,,1.585e-2,6.175e-10,,,,,1.162e+1,,4.283e+2,7.427e-3,9.480e-4,6.405e-1,,,,2.923e-10,1.756e+0
198.6,8.131e+2,,,,,1.562e-17,,,6.094e-9,1.199e-36,,3.575e-2,1.193e-9,,,,,2.290e+1,,7.846e+2,1.532e-2,4.346e-3,2.068e+0,,,,2.513e-9,3.462e+0
198.8,1.385e+3,,,,,1.438e-16,,,2.060e-8,9.893e-36,,7.512e-2,2.144e-9,,,,,4.168e+1,,1.330e+3,2.942e-2,1.843e-2,6.198e+0,,,,2.000e-8,6.302e+0
199.0,2.189e+3,,,,,1.226e-15,,,6.462e-8,7.556e-35,,1.476e-1,3.588e-9,,,,,7.004e+1,,2.090e+3,5.262e-2,7.228e-2,1.725e+1,,,,1.474e-7,1.059e+1
199.2,3.221e+3,,,,,9.679e-15,,,1.880e-7,5.346e-34,,2.725e-1,5.608e-9,,,,,1.087e+2,,3.050e+3,8.773e-2,2.622e-1,4.464e+1,,,,1.006e-6,1.643e+1
199.4,4.434e+3,,,,,7.080e-14,,,5.077e-7,3.502e-33,8.625e-14,4.762e-1,8.211e-9,,,,,1.556e+2,,4.146e+3,1.364e-1,8.795e-1,1.074e+2,,,,6.363e-6,2.354e+1
199.6,5.753e+3,,,,,4.798e-13,,,1.273e-6,2.125e-32,9.316e-13,7.934e-1,1.130e-8,,,,,2.058e+2,,5.271e+3,1.979e-1,2.729e+0,2.409e+2,,,,3.726e-5,3.113e+1
199.9,7.806e+3,,,,,7.331e-12,,,4.395e-6,2.752e-31,2.870e-11,1.586e+0,1.636e-8,,,,,2.695e+2,,6.770e+3,3.041e-1,1.288e+1,7.114e+2,,,,4.571e-4,4.077e+1
200.1,9.260e+3,,,,,4.103e-11,,,9.159e-6,1.378e-30,2.567e-10,2.413e+0,1.955e-8,,,,,2.920e+2,,7.539e+3,3.723e-1,3.288e+1,1.350e+3,,,,2.209e-3,4.417e+1
200.3,1.095e+4,,,,,2.127e-10,,,1.774e-5,6.396e-30,2.128e-9,3.556e+0,2.216e-8,,,,,2.922e+2,,8.123e+3,4.268e-1,7.763e+1,2.410e+3,,,,9.891e-3,4.421e+1
200.5,1.314e+4,,,,,1.021e-9,,,3.194e-5,2.749e-29,1.636e-8,5.056e+0,2.382e-8,,,,,2.705e+2,,8.583e+3,4.589e-1,1.695e+2,4.071e+3,,,,4.102e-2,4.091e+1
200.7,1.615e+4,,,,,4.542e-9,,,5.353e-5,1.094e-28,1.166e-7,6.888e+0,2.425e-8,,,,,2.330e+2,,8.992e+3,4.640e-1,3.423e+2,6.540e+3,,,,1.576e-1,3.507e+1
200.9,2.032e+4,,,,,1.871e-8,,,8.352e-5,4.036e-28,7.710e-7,8.928e+0,2.334e-8,,,,,1.911e+2,,9.393e+3,4.427e-1,6.392e+2,1.006e+4,,,,5.612e-1,2.800e+1
201.1,2.599e+4,,,,,7.143e-8,,,1.215e-4,1.379e-27,4.726e-6,1.093e+1,2.117e-8,,,,,1.612e+2,,9.771e+3,4.006e-1,1.104e+3,1.491e+4,,,,1.852e+0,2.113e+1
201.3,3.349e+4,,,,,2.525e-7,,,1.649e-4,4.364e-27,2.686e-5,1.257e+1,1.804e-8,,,,,1.678e+2,,1.006e+4,3.467e-1,1.764e+3,2.146e+4,,,,5.667e+0,1.559e+1
201.5,4.326e+4,,,,,8.270e-7,,,2.093e-4,1.280e-26,1.415e-4,1.350e+1,1.439e-8,,,,,2.522e+2,,1.018e+4,2.904e-1,2.607e+3,3.019e+4,,,,1.608e+1,1.204e+1
201.7,5.591e+4,,,,,2.509e-6,,,2.487e-4,3.478e-26,6.916e-4,1.352e+1,1.073e-8,,,,,4.851e+2,,1.005e+4,2.398e-1,3.562e+3,4.176e+4,,,,4.238e+1,1.064e+1
201.9,7.243e+4,,,,,7.050e-6,,,2.774e-4,8.763e-26,3.133e-3,1.258e+1,7.474e-9,,,,,9.829e+2,,9.661e+3,2.001e-1,4.503e+3,5.715e+4,,,,1.037e+2,1.116e+1
202.2,1.077e+5,,,,,2.877e-5,,,2.916e-4,3.041e-25,2.623e-2,9.822e+0,3.975e-9,,,,,2.611e+3,,8.766e+3,1.657e-1,5.527e+3,9.045e+4,,,,3.470e+2,1.441e+1
202.4,1.411e+5,,,,,6.677e-5,,,2.803e-4,6.347e-25,9.838e-2,7.573e+0,2.809e-9,,,,,4.593e+3,,8.151e+3,1.595e-1,5.747e+3,1.218e+5,,,,7.110e+2,1.728e+1
202.6,1.842e+5,,,,,1.435e-4,,,2.547e-4,1.230e-24,3.422e-1,5.409e+0,2.843e-9,,,,,7.502e+3,,7.689e+3,1.650e-1,5.527e+3,1.621e+5,,,,1.362e+3,1.993e+1
202.8,2.373e+5,,,,,2.859e-4,,,2.192e-4,2.213e-24,1.103e+0,3.577e+0,4.632e-9,,,,,1.136e+4,,7.482e+3,1.805e-1,4.916e+3,2.111e+5,,,,2.445e+3,2.182e+1
203.0,2.983e+5,,,,,5.273e-4,,,1.787e-4,3.705e-24,3.300e+0,2.190e+0,9.298e-9,,,,,1.597e+4,,7.558e+3,2.038e-1,4.044e+3,2.665e+5,,,,4.130e+3,2.263e+1
203.2,3.621e+5,,,,,9.010e-4,,,1.378e-4,5.775e-24,9.150e+0,1.242e+0,1.874e-8,,,,,2.081e+4,,7.862e+3,2.324e-1,3.077e+3,3.237e+5,,,,6.586e+3,2.236e+1
203.4,4.214e+5,,,,,1.426e-3,,,1.005e-4,8.395e-24,2.352e+1,6.555e-1,3.564e-8,,,,,2.515e+4,,8.282e+3,2.634e-1,2.165e+3,3.758e+5,,,,9.955e+3,2.130e+1
203.6,4.686e+5,,,,,2.091e-3,,,6.914e-5,1.141e-23,5.608e+1,3.309e-1,6.302e-8,,,,,2.821e+4,,8.686e+3,2.951e-1,1.409e+3,4.159e+5,,,,1.431e+4,1.993e+1
203.8,4.974e+5,,,,,2.840e-3,,,4.475e-5,1.451e-23,1.240e+2,1.879e-1,1.034e-7,,,,,2.934e+4,,8.960e+3,3.288e-1,8.484e+2,4.385e+5,,,,1.960e+4,1.875e+1
204.0,5.052e+5,,,,,3.573e-3,,,2.719e-5,1.735e-23,2.541e+2,1.934e-1,1.571e-7,,,,,2.832e+4,,9.035e+3,3.723e-1,4.723e+2,4.415e+5,,,,2.560e+4,1.804e+1
204.2,4.932e+5,,,,,4.164e-3,1.028e-34,,1.546e-5,1.953e-23,4.829e+2,3.990e-1,2.214e-7,,,,,2.536e+4,,8.905e+3,4.434e-1,2.432e+2,4.263e+5,,,,3.186e+4,1.779e+1
204.5,4.484e+5,,,,,4.540e-3,3.075e-33,,5.831e-6,2.099e-23,1.098e+3,1.630e+0,3.209e-7,,,,,1.868e+4,,8.420e+3,6.746e-1,7.763e+1,3.799e+5,,,,4.018e+4,1.763e+1
204.7,4.092e+5,,,,,4.374e-3,2.711e-32,,2.787e-6,2.062e-23,1.728e+3,4.057e+0,3.737e-7,,,,,1.388e+4,,7.996e+3,9.846e-1,3.288e+1,3.418e+5,,,,4.378e+4,1.706e+1
204.9,3.682e+5,,,,,3.911e-3,2.225e-31,,1.239e-6,1.927e-23,2.521e+3,9.585e+0,4.034e-7,,,,,9.576e+3,,7.556e+3,1.491e+0,1.288e+1,3.036e+5,,,,4.497e+4,1.580e+1
205.1,3.279e+5,,,,,3.262e-3,1.701e-30,,5.115e-7,1.719e-23,3.410e+3,2.135e+1,4.037e-7,,,,,6.139e+3,,7.133e+3,2.252e+0,4.668e+0,2.677e+5,,,,4.343e+4,1.385e+1
205.3,2.887e+5,,,,,2.579e-3,1.211e-29,,1.961e-7,1.472e-23,4.278e+3,4.463e+1,3.748e-7,,,,,3.671e+3,,6.742e+3,3.306e+0,1.564e+0,2.345e+5,,,,3.947e+4,1.147e+1
205.5,2.503e+5,,,,,2.025e-3,8.024e-29,,6.975e-8,1.220e-23,4.975e+3,8.734e+1,3.233e-7,,,,,2.080e+3,,6.394e+3,4.648e+0,4.849e-1,2.028e+5,,,,3.399e+4,9.117e+0
205.7,2.126e+5,,,,,1.768e-3,4.953e-28,,2.314e-8,9.929e-24,5.366e+3,1.596e+2,2.603e-7,,,,,1.183e+3,,6.101e+3,6.217e+0,1.390e-1,1.714e+5,,,,2.845e+4,7.335e+0
205.9,1.768e+5,,,,,1.979e-3,2.847e-27,,7.601e-9,8.084e-24,5.366e+3,2.719e+2,1.976e-7,,,,,7.960e+2,,5.867e+3,7.899e+0,3.686e-2,1.399e+5,,,,2.464e+4,6.682e+0
206.1,1.456e+5,,,,,2.851e-3,1.524e-26,,3.937e-9,6.716e-24,4.975e+3,4.311e+2,1.449e-7,,,,,7.802e+2,,5.679e+3,9.545e+0,9.038e-3,1.091e+5,,,,2.455e+4,7.715e+0
206.3,1.224e+5,,,,,4.587e-3,7.601e-26,,6.594e-9,5.749e-24,4.278e+3,6.361e+2,1.078e-7,,,,,1.055e+3,,5.504e+3,1.101e+1,2.050e-3,8.070e+4,,,,3.016e+4,1.098e+1
206.5,1.107e+5,,,,,7.372e-3,3.530e-25,,1.771e-8,5.036e-24,3.410e+3,8.724e+2,8.735e-8,,,,,1.580e+3,,5.299e+3,1.218e+1,4.300e-4,5.628e+4,,,,4.325e+4,1.692e+1
206.8,1.194e+5,,,,,1.365e-2,3.093e-24,,7.574e-8,4.116e-24,2.107e+3,1.221e+3,8.214e-8,,,,,2.779e+3,6.276e-14,4.866e+3,1.332e+1,3.568e-5,2.933e+4,,,,7.908e+4,3.124e+1
207.0,1.419e+5,,,,,1.900e-2,1.203e-23,,1.834e-7,3.471e-24,1.391e+3,1.394e+3,8.841e-8,,,,,3.791e+3,5.765e-13,4.498e+3,1.372e+1,6.158e-6,1.783e+4,,,,1.129e+5,4.392e+1
207.2,1.734e+5,,,,,2.478e-2,4.358e-23,,4.137e-7,2.786e-24,8.510e+2,1.478e+3,9.616e-8,,,,,4.896e+3,4.935e-12,4.118e+3,1.389e+1,9.828e-7,1.060e+4,,,,1.514e+5,5.801e+1
207.4,2.079e+5,,,,,3.040e-2,1.471e-22,,8.702e-7,2.105e-24,4.829e+2,1.455e+3,1.009e-7,,,,,6.008e+3,3.938e-11,3.787e+3,1.385e+1,1.451e-7,6.530e+3,,,,1.895e+5,7.218e+1
207.6,2.382e+5,,,,,3.534e-2,4.623e-22,,1.709e-6,1.488e-24,2.541e+2,1.330e+3,9.985e-8,,,,,7.042e+3,2.928e-10,3.559e+3,1.357e+1,1.981e-8,4.561e+3,,,,2.214e+5,8.520e+1
207.8,2.583e+5,,,,,3.941e-2,1.354e-21,,3.136e-6,9.801e-25,1.240e+2,1.130e+3,9.233e-8,,,,,7.926e+3,2.029e-9,3.460e+3,1.298e+1,2.501e-9,3.865e+3,,,,2.417e+5,9.645e+1
208.0,2.649e+5,,,,,4.292e-2,3.694e-21,,5.385e-6,6.004e-25,5.608e+1,8.906e+2,7.945e-8,,,,,8.618e+3,1.311e-8,3.473e+3,1.202e+1,2.921e-10,3.902e+3,,,,2.478e+5,1.061e+2
208.2,2.583e+5,,,,,4.663e-2,9.390e-21,,8.668e-6,3.417e-25,2.353e+1,6.520e+2,6.353e-8,,,,,9.104e+3,7.893e-8,3.551e+3,1.071e+1,3.155e-11,4.402e+3,,,,2.405e+5,1.150e+2
208.4,2.427e+5,,,,,5.150e-2,2.224e-20,,1.311e-5,1.806e-25,9.195e+0,4.432e+2,4.719e-8,,,,,9.394e+3,4.429e-7,3.625e+3,9.136e+0,3.151e-12,5.335e+3,,,,2.238e+5,1.240e+2
208.6,2.239e+5,,,,,5.822e-2,4.908e-20,,1.866e-5,8.857e-26,3.482e+0,2.797e+2,3.254e-8,,,,,9.526e+3,2.316e-6,3.631e+3,7.461e+0,3.000e-12,6.898e+3,,,,2.034e+5,1.332e+2
208.8,2.077e+5,,,,,6.676e-2,1.009e-19,,2.508e-5,4.032e-26,1.776e+0,1.639e+2,2.083e-8,,,,,9.546e+3,1.129e-5,3.525e+3,5.859e+0,2.848e-12,9.516e+3,,,,1.848e+5,1.415e+2
209.1,1.960e+5,,,,,8.059e-2,2.608e-19,,3.521e-5,1.076e-26,4.383e+0,6.400e+1,9.284e-9,,,,,9.463e+3,1.065e-4,3.149e+3,3.880e+0,2.621e-12,1.689e+4,,,,1.663e+5,1.474e+2
209.3,1.977e+5,,,,,8.774e-2,4.498e-19,,4.131e-5,4.061e-27,1.307e+1,3.116e+1,4.936e-9,,,,,9.362e+3,4.352e-4,2.806e+3,2.921e+0,2.469e-12,2.531e+4,,,,1.600e+5,1.440e+2
209.5,2.052e+5,,,,,9.092e-2,7.234e-19,,4.600e-5,1.422e-27,3.764e+1,1.409e+1,2.436e-9,,,,,9.215e+3,1.658e-3,2.466e+3,2.228e+0,2.318e-12,3.749e+4,,,,1.558e+5,1.338e+2
209.7,2.164e+5,,,,,8.887e-2,1.085e-18,,4.865e-5,4.622e-28,1.013e+2,5.912e+0,1.117e-9,,,,,8.997e+3,5.888e-3,2.196e+3,1.741e+0,2.166e-12,5.395e+4,,,,1.510e+5,1.179e+2
209.9,2.292e+5,,,,,8.149e-2,1.520e-18,,4.883e-5,1.393e-28,2.540e+2,2.304e+0,4.750e-10,,,,,8.696e+3,1.949e-2,2.052e+3,1.392e+0,2.015e-12,7.470e+4,,,,1.434e+5,9.912e+1
210.1,2.427e+5,,,,,6.989e-2,1.990e-18,,4.645e-5,3.897e-29,5.935e+2,8.336e-1,1.876e-10,,,,,8.336e+3,6.011e-2,2.051e+3,1.127e+0,1.852e-11,9.908e+4,,,,1.326e+5,8.067e+1
210.3,2.564e+5,,,,,5.597e-2,2.439e-18,,4.186e-5,1.011e-29,1.292e+3,2.801e-1,6.879e-11,,,,,7.982e+3,1.728e-1,2.179e+3,9.116e-1,1.591e-10,1.258e+5,,,,1.191e+5,6.543e+1
210.5,2.705e+5,,,,,4.182e-2,2.804e-18,,3.578e-5,2.436e-30,2.619e+3,8.736e-2,2.342e-11,,,,,7.718e+3,4.630e-1,2.385e+3,7.292e-1,1.276e-9,1.533e+5,,,,1.044e+5,5.501e+1
210.7,2.856e+5,,,,,2.919e-2,3.036e-18,,2.924e-5,5.448e-31,4.948e+3,2.530e-2,7.401e-12,,,,,7.610e+3,1.156e+0,2.602e+3,5.736e-1,9.559e-9,1.801e+5,,,,9.026e+4,4.947e+1
210.9,3.025e+5,,,,,1.912e-2,3.110e-18,,2.350e-5,1.180e-31,8.707e+3,6.803e-3,2.171e-12,,,,,7.670e+3,2.691e+0,2.764e+3,4.433e-1,6.689e-8,2.054e+5,,,,7.793e+4,4.759e+1
211.1,3.229e+5,,,,,1.195e-2,3.034e-18,,1.992e-5,5.557e-32,1.427e+4,1.698e-3,5.914e-13,,,,,7.842e+3,5.838e+0,2.822e+3,3.375e-1,4.372e-7,2.297e+5,,,,6.824e+4,4.743e+1
211.4,3.641e+5,,,,,6.152e-3,2.719e-18,,2.183e-5,4.994e-31,2.623e+4,1.843e-4,7.314e-14,,,,,8.066e+3,1.634e+1,2.682e+3,2.202e-1,6.427e-6,2.684e+5,,,,5.864e+4,4.631e+1
211.6,4.016e+5,,,,,4.886e-3,2.439e-18,,3.021e-5,2.742e-30,3.603e+4,3.823e-5,1.654e-14,,,,,8.018e+3,2.973e+1,2.465e+3,1.649e-1,3.541e-5,3.005e+5,,,,5.454e+4,4.325e+1
211.8,4.490e+5,,,,,5.114e-3,2.147e-18,,4.598e-5,1.410e-29,4.609e+4,7.361e-6,3.476e-15,,,,,7.728e+3,5.041e+1,2.198e+3,1.238e-1,1.823e-4,3.419e+5,,,,5.102e+4,3.809e+1
212.0,5.073e+5,,,,,6.392e-3,1.862e-18,,6.995e-5,6.777e-29,5.493e+4,1.316e-6,6.879e-16,,,,,7.199e+3,7.967e+1,1.930e+3,9.393e-2,8.762e-4,3.960e+5,,,,4.709e+4,3.142e+1
212.2,5.769e+5,,,,,8.313e-3,1.597e-18,,1.017e-4,3.042e-28,6.098e+4,2.184e-7,1.798e-16,,,,,6.499e+3,1.173e+2,1.699e+3,7.281e-2,3.934e-3,4.654e+5,,,,4.212e+4,2.420e+1
212.4,6.575e+5,,,,,1.046e-2,1.362e-18,,1.390e-4,1.275e-27,6.307e+4,3.365e-8,3.106e-16,,,,,5.728e+3,1.611e+2,1.530e+3,5.873e-2,1.650e-2,5.510e+5,,,,3.602e+4,1.738e+1
212.6,7.470e+5,,,,,1.242e-2,1.181e-18,,1.777e-4,4.992e-27,6.077e+4,4.815e-9,1.379e-15,,,,,4.981e+3,2.061e+2,1.425e+3,5.058e-2,6.462e-2,6.504e+5,,,,2.918e+4,1.162e+1
212.8,8.401e+5,,,,,1.379e-2,1.091e-18,,2.118e-4,1.826e-26,5.455e+4,6.395e-10,6.115e-15,,,,,4.320e+3,2.458e+2,1.375e+3,4.759e-2,2.364e-1,7.573e+5,,,,2.226e+4,7.242e+0
213.0,9.274e+5,,,,,1.428e-2,1.146e-18,,2.353e-4,6.236e-26,4.561e+4,7.887e-11,2.546e-14,,,,,3.758e+3,2.732e+2,1.363e+3,4.908e-2,8.079e-1,8.605e+5,,,,1.594e+4,4.202e+0
213.2,9.961e+5,,,,,1.378e-2,1.406e-18,,2.437e-4,1.990e-25,3.553e+4,9.030e-12,9.934e-14,,,,,3.274e+3,2.831e+2,1.376e+3,5.426e-2,2.578e+0,9.450e+5,,,,1.069e+4,2.272e+0
213.4,1.032e+6,,,,,1.241e-2,1.926e-18,,2.353e-4,5.930e-25,2.579e+4,9.598e-13,3.635e-13,,,,,2.829e+3,2.739e+2,1.409e+3,6.207e-2,7.687e+0,9.953e+5,,,,6.710e+3,1.149e+0
213.7,1.005e+6,,,,,9.323e-3,3.241e-18,,1.956e-4,2.684e-24,1.396e+4,2.894e-14,2.257e-12,,,,,2.170e+3,2.309e+2,1.512e+3,7.581e-2,3.482e+1,9.838e+5,,,,2.940e+3,3.881e-1
213.9,9.302e+5,,,,,7.112e-3,4.419e-18,,1.583e-4,6.744e-24,8.483e+3,2.610e-14,7.049e-12,,,,,1.730e+3,1.942e+2,1.640e+3,8.417e-2,8.753e+1,9.165e+5,,,,1.559e+3,2.277e-1
214.1,8.215e+5,,,,,5.158e-3,5.707e-18,,1.195e-4,1.583e-23,4.804e+3,2.327e-14,2.068e-11,,,,,1.310e+3,1.649e+2,1.833e+3,9.030e-2,2.056e+2,8.124e+5,,,,7.766e+2,2.357e-1
214.3,6.941e+5,,,,,3.675e-3,6.923e-18,,8.403e-5,3.469e-23,2.534e+3,2.043e-14,5.706e-11,,,,,9.361e+2,1.589e+2,2.100e+3,9.318e-2,4.511e+2,6.876e+5,,,,3.718e+2,3.968e-1
214.5,5.646e+5,,,,,2.757e-3,7.866e-18,,5.507e-5,7.103e-23,1.245e+3,1.759e-14,1.482e-10,,,,,6.281e+2,1.984e+2,2.439e+3,9.228e-2,9.249e+2,5.590e+5,,,,1.913e+2,7.510e-1
214.7,4.460e+5,,,,,2.399e-3,8.358e-18,,3.364e-5,1.358e-22,5.700e+2,1.475e-14,3.625e-10,,,,,3.947e+2,3.141e+2,2.840e+3,8.767e-2,1.772e+3,4.400e+5,,,,1.467e+2,1.378e+0
214.9,3.457e+5,,,,,2.527e-3,8.300e-18,,1.916e-5,2.426e-22,2.431e+2,1.192e-14,8.361e-10,,,,,2.319e+2,5.478e+2,3.292e+3,7.995e-2,3.177e+3,3.380e+5,,,,2.026e+2,2.378e+0
215.1,2.657e+5,,,,,3.018e-3,7.703e-18,,1.018e-5,4.048e-22,9.657e+1,9.080e-15,1.821e-9,,,,,1.272e+2,9.499e+2,3.781e+3,7.016e-2,5.328e+3,2.551e+5,,,,3.633e+2,3.836e+0
215.3,2.047e+5,,,,,3.721e-3,6.680e-18,,5.060e-6,6.308e-22,3.574e+1,6.243e-15,3.747e-9,,,,,6.511e+1,1.570e+3,4.294e+3,5.956e-2,8.373e+3,1.897e+5,,,,6.612e+2,5.780e+0
215.5,1.599e+5,,,,,4.464e-3,5.412e-18,,2.405e-6,9.181e-22,1.232e+1,3.406e-15,7.293e-9,,,,,3.109e+1,2.439e+3,4.810e+3,4.946e-2,1.235e+4,1.391e+5,,,,1.145e+3,8.135e+0
215.7,1.288e+5,,,,,5.077e-3,4.096e-18,,1.213e-6,1.248e-21,3.957e+0,5.684e-16,1.344e-8,,,,,1.384e+1,3.545e+3,5.298e+3,4.106e-2,1.715e+4,1.009e+5,,,,1.867e+3,1.069e+1
216.0,1.042e+5,,,,,5.464e-3,2.374e-18,,1.002e-6,1.741e-21,6.307e-1,1.427e-14,3.038e-8,,,,,3.605e+0,5.473e+3,5.886e+3,3.376e-2,2.532e+4,6.402e+4,,,,3.469e+3,1.417e+1
216.2,1.012e+5,,,,,5.277e-3,1.516e-18,,1.684e-6,1.995e-21,1.698e-1,1.129e-13,4.896e-8,,,,,1.347e+0,6.716e+3,6.125e+3,3.333e-2,3.097e+4,5.253e+4,,,,4.887e+3,1.571e+1
216.4,1.087e+5,,,,,4.760e-3,9.041e-19,,3.186e-6,2.136e-21,4.344e-2,8.369e-13,7.483e-8,,,,,4.692e-1,7.699e+3,6.215e+3,3.660e-2,3.658e+4,5.168e+4,,,,6.546e+3,1.625e+1
216.6,1.266e+5,,,,,4.011e-3,5.037e-19,,5.863e-6,2.136e-21,1.382e-2,5.816e-12,1.085e-7,,,,,1.523e-1,8.247e+3,6.158e+3,4.305e-2,4.218e+4,6.162e+4,,,,8.405e+3,1.571e+1
216.8,1.548e+5,,,,,3.158e-3,2.621e-19,,1.019e-5,1.995e-21,1.751e-2,3.790e-11,1.491e-7,,,,,4.610e-2,8.261e+3,5.975e+3,5.153e-2,4.802e+4,8.213e+4,,,,1.044e+4,1.417e+1
217.0,1.929e+5,,,,,2.326e-3,1.274e-19,,1.664e-5,1.741e-21,5.721e-2,2.314e-10,1.943e-7,,,,,1.301e-2,7.746e+3,5.693e+3,6.035e-2,5.430e+4,1.125e+5,,,,1.270e+4,1.195e+1
217.2,2.397e+5,,,,,1.614e-3,5.786e-20,,2.556e-5,1.419e-21,1.972e-1,1.325e-9,2.399e-7,,,,,3.420e-3,6.819e+3,5.335e+3,6.758e-2,6.099e+4,1.513e+5,,,,1.527e+4,9.406e+0
217.4,2.933e+5,,,,,1.076e-3,2.454e-20,,3.694e-5,1.080e-21,6.424e-1,7.113e-9,2.805e-7,,,2.629e-30,,8.382e-4,5.675e+3,4.916e+3,7.153e-2,6.757e+4,1.968e+5,,,,1.830e+4,6.916e+0
217.6,3.513e+5,,,,,7.370e-4,9.721e-21,,5.033e-5,7.675e-22,1.967e+0,3.579e-8,3.104e-7,,,2.217e-29,,1.920e-4,4.532e+3,4.447e+3,7.115e-2,7.307e+4,2.473e+5,,,,2.195e+4,4.749e+0
