Wavelength (nm),Sum(calc),H I (9.6e-5),He I (3.0e-1),He II (7.6e-7),N I (9.5e-4),N II (5.3e-5),N III (2.7e-13),O I (6.6e-1),O II (2.2e-2),O III (1.6e-12),Si I (1.1e-6),Si II (8.9e-6),Si III (7.3e-9),Ar I (9.5e-3),Ar II (4.7e-4),Ar III (4.7e-11),Mn I (4.5e-5),Mn II (1.3e-3),Fe I (4.4e-6),Fe II (9.5e-5),Fe III (2.2e-7),Cu I (1.7e-5),Cu II (1.8e-4),La I (1.4e-6),La II (1.7e-4),W I (4.7e-7),W II (9.5e-6),W III (2.7e-8)
201.8,1.253e+5,,,,,8.492e-9,,,4.547e-4,9.572e-26,1.486e-4,1.317e+0,9.027e-10,,,,,9.542e+3,,9.883e+3,2.183e-1,8.089e+3,9.780e+4,,,,6.691e+0,1.068e+0
202.0,1.717e+5,,,,,2.297e-8,,,4.917e-4,2.322e-25,6.483e-4,1.181e+0,6.099e-10,,,,,1.908e+4,,9.391e+3,1.852e-1,9.833e+3,1.334e+5,,,,1.579e+1,1.199e+0
202.2,2.368e+5,,,,,5.754e-8,,,5.008e-4,5.223e-25,2.623e-3,9.822e-1,3.975e-10,,,,,3.603e+4,,8.766e+3,1.657e-1,1.105e+4,1.809e+5,,,,3.470e+1,1.441e+0
202.4,3.268e+5,,,,,1.335e-7,,,4.813e-4,1.090e-24,9.838e-3,7.573e-1,2.809e-10,,,,,6.338e+4,,8.151e+3,1.595e-1,1.149e+4,2.437e+5,,,,7.110e+1,1.728e+0
202.6,4.466e+5,,,,,2.871e-7,,,4.375e-4,2.112e-24,3.422e-2,5.409e-1,2.843e-10,,,,,1.035e+5,,7.689e+3,1.650e-1,1.105e+4,3.242e+5,,,,1.362e+2,1.993e+0
202.8,5.965e+5,,,,,5.717e-7,,,3.765e-4,3.801e-24,1.103e-1,3.577e-1,4.632e-10,,,,,1.568e+5,,7.482e+3,1.805e-1,9.833e+3,4.221e+5,,,,2.445e+2,2.182e+0
203.0,7.695e+5,,,,,1.055e-6,,,3.069e-4,6.363e-24,3.300e-1,2.190e-1,9.298e-10,,,,,2.204e+5,,7.558e+3,2.038e-1,8.089e+3,5.331e+5,,,,4.130e+2,2.263e+0
203.2,9.492e+5,,,,,1.802e-6,,,2.367e-4,9.918e-24,9.150e-1,1.242e-1,1.874e-9,,,,,2.872e+5,,7.862e+3,2.324e-1,6.155e+3,6.474e+5,,,,6.586e+2,2.236e+0
203.4,1.112e+6,,,,,2.852e-6,,,1.726e-4,1.442e-23,2.352e+0,6.555e-2,3.564e-9,,,,,3.471e+5,,8.282e+3,2.634e-1,4.331e+3,7.517e+5,,,,9.955e+2,2.130e+0
203.6,1.234e+6,,,,,4.182e-6,,,1.188e-4,1.959e-23,5.608e+0,3.309e-2,6.302e-9,,,,,3.892e+5,,8.686e+3,2.951e-1,2.819e+3,8.318e+5,,,,1.431e+3,1.993e+0
203.8,1.295e+6,,,,,5.680e-6,,,7.686e-5,2.493e-23,1.240e+1,1.879e-2,1.034e-8,,,,,4.049e+5,,8.960e+3,3.288e-1,1.697e+3,8.771e+5,,,,1.960e+3,1.875e+0
204.0,1.286e+6,,,,,7.146e-6,,,4.669e-5,2.980e-23,2.541e+1,1.934e-2,1.571e-8,,,,,3.908e+5,,9.035e+3,3.723e-1,9.447e+2,8.830e+5,,,,2.560e+3,1.804e+0
204.2,1.215e+6,,,,,8.329e-6,,,2.655e-5,3.355e-23,4.829e+1,3.990e-2,2.214e-8,,,,,3.500e+5,,8.905e+3,4.434e-1,4.864e+2,8.526e+5,,,,3.186e+3,1.779e+0
204.4,1.099e+6,,,,,8.992e-6,2.017e-36,,1.411e-5,3.568e-23,8.510e+1,1.018e-1,2.890e-8,,,,,2.909e+5,,8.610e+3,5.735e-1,2.317e+2,7.950e+5,,,,3.769e+3,1.772e+0
204.6,9.592e+5,,,,,8.997e-6,1.842e-35,,6.986e-6,3.596e-23,1.391e+2,2.587e-1,3.496e-8,,,,,2.243e+5,,8.213e+3,8.091e-1,1.020e+2,7.222e+5,,,,4.224e+3,1.742e+0
204.8,8.180e+5,,,,,8.348e-6,1.567e-34,,3.220e-6,3.444e-23,2.107e+2,6.280e-1,3.920e-8,,,,,1.606e+5,,7.776e+3,1.209e+0,4.157e+1,6.449e+5,,,,4.470e+3,1.652e+0
205.0,6.894e+5,,,,,7.202e-6,1.241e-33,,1.380e-6,3.143e-23,2.960e+2,1.441e+0,4.074e-8,,,,,1.068e+5,,7.341e+3,1.837e+0,1.566e+1,5.705e+5,,,,4.454e+3,1.490e+0
205.2,5.792e+5,,,,,5.829e-6,9.156e-33,,5.491e-7,2.745e-23,3.856e+2,3.112e+0,3.926e-8,,,,,6.605e+4,,6.932e+3,2.742e+0,5.458e+0,5.016e+5,,,,4.171e+3,1.269e+0
205.4,4.861e+5,,,,,4.550e-6,6.289e-32,,2.027e-7,2.309e-23,4.657e+2,6.297e+0,3.512e-8,,,,,3.832e+4,,6.562e+3,3.943e+0,1.759e+0,4.371e+5,,,,3.684e+3,1.026e+0
205.6,4.056e+5,,,,,3.698e-6,4.023e-31,,6.954e-8,1.893e-23,5.216e+2,1.191e+1,2.925e-8,,,,,2.149e+4,,6.240e+3,5.410e+0,5.243e-1,3.742e+5,,,,3.112e+3,8.120e-1
205.8,3.333e+5,,,,,3.607e-6,2.396e-30,,2.255e-8,1.537e-23,5.417e+2,2.102e+1,2.282e-8,,,,,1.292e+4,,5.977e+3,7.052e+0,1.446e-1,3.112e+5,,,,2.621e+3,6.832e-1
206.0,2.677e+5,,,,,4.640e-6,1.329e-29,,8.322e-9,1.261e-23,5.216e+2,3.454e+1,1.695e-8,,,,,1.032e+4,,5.768e+3,8.736e+0,3.686e-2,2.487e+5,,,,2.400e+3,6.953e-1
206.2,2.100e+5,,,,,7.196e-6,6.869e-29,,7.729e-9,1.063e-23,4.657e+2,5.284e+1,1.242e-8,,,,,1.221e+4,,5.592e+3,1.031e+1,8.693e-3,1.890e+5,,,,2.652e+3,9.035e-1
206.4,1.630e+5,,,,,1.168e-5,3.306e-28,,1.835e-8,9.225e-24,3.856e+2,7.518e+1,9.555e-9,,,,,1.778e+4,,5.408e+3,1.163e+1,1.896e-3,1.358e+5,,,,3.568e+3,1.359e+0
206.6,1.294e+5,,,,,1.838e-5,1.482e-27,,5.013e-8,8.115e-24,2.960e+2,9.940e+1,8.277e-9,,,,,2.662e+4,,5.173e+3,1.264e+1,3.825e-4,9.189e+4,,,,5.300e+3,2.098e+0
206.8,1.101e+5,,,,,2.730e-5,6.186e-27,,1.301e-7,7.069e-24,2.107e+2,1.221e+2,8.214e-9,,,,,3.835e+4,6.276e-14,4.866e+3,1.332e+1,7.137e-5,5.865e+4,,,,7.908e+3,3.124e+0
207.0,1.041e+5,,,,,3.800e-5,2.406e-26,,3.149e-7,5.961e-24,1.391e+2,1.394e+2,8.841e-9,,,,,5.232e+4,5.765e-13,4.498e+3,1.372e+1,1.232e-5,3.565e+4,,,,1.129e+4,4.392e+0
207.2,1.083e+5,,,,,4.955e-5,8.715e-26,,7.105e-7,4.785e-24,8.510e+1,1.478e+2,9.616e-9,,,,,6.757e+4,4.935e-12,4.118e+3,1.389e+1,1.966e-6,2.120e+4,,,,1.514e+4,5.801e+0
207.4,1.189e+5,,,,,6.079e-5,2.941e-25,,1.495e-6,3.615e-24,4.829e+1,1.455e+2,1.009e-8,,,,,8.292e+4,3.938e-11,3.787e+3,1.385e+1,2.901e-7,1.306e+4,,,,1.895e+4,7.218e+0
207.6,1.322e+5,,,,,7.068e-5,9.246e-25,,2.935e-6,2.555e-24,2.541e+1,1.330e+2,9.985e-9,,,,,9.717e+4,2.928e-10,3.559e+3,1.357e+1,3.961e-8,9.122e+3,,,,2.214e+4,8.520e+0
207.8,1.449e+5,,,,,7.882e-5,2.708e-24,,5.385e-6,1.683e-24,1.240e+1,1.130e+2,9.233e-9,,,,,1.094e+5,2.029e-9,3.460e+3,1.298e+1,5.002e-9,7.730e+3,,,,2.417e+4,9.645e+0
208.0,1.551e+5,,,,,8.584e-5,7.388e-24,,9.248e-6,1.031e-24,5.608e+0,8.906e+1,7.945e-9,,,,,1.189e+5,1.311e-8,3.473e+3,1.202e+1,5.841e-10,7.804e+3,,,,2.478e+4,1.061e+1
208.2,1.621e+5,,,,,9.326e-5,1.878e-23,,1.489e-5,5.869e-25,2.353e+0,6.520e+1,6.353e-9,,,,,1.256e+5,7.893e-8,3.551e+3,1.071e+1,6.309e-11,8.804e+3,,,,2.405e+4,1.150e+1
208.4,1.664e+5,,,,,1.030e-4,4.448e-23,,2.251e-5,3.102e-25,9.195e-1,4.432e+1,4.719e-9,,,,,1.296e+5,4.429e-7,3.625e+3,9.136e+0,6.303e-12,1.067e+4,,,,2.238e+4,1.240e+1
208.6,1.693e+5,,,,,1.164e-4,9.816e-23,,3.206e-5,1.521e-25,3.482e-1,2.797e+1,3.254e-9,,,,,1.315e+5,2.316e-6,3.631e+3,7.461e+0,7.055e-12,1.380e+4,,,,2.034e+4,1.332e+1
208.8,1.728e+5,,,,,1.335e-4,2.018e-22,,4.307e-5,6.924e-26,1.776e-1,1.639e+1,2.083e-9,,,,,1.317e+5,1.129e-5,3.525e+3,5.859e+0,7.807e-12,1.903e+4,,,,1.848e+4,1.415e+1
209.0,1.792e+5,,,,,1.523e-4,3.868e-22,,5.474e-5,2.924e-26,2.663e-1,8.921e+0,1.238e-9,,,,,1.311e+5,5.129e-5,3.299e+3,4.470e+0,8.560e-12,2.767e+4,,,,1.711e+4,1.467e+1
209.2,1.906e+5,,,,,1.691e-4,6.910e-22,,6.593e-5,1.146e-26,7.558e-1,4.507e+0,6.833e-10,,,,,1.300e+5,2.172e-4,2.982e+3,3.364e+0,9.312e-12,4.135e+4,,,,1.627e+4,1.466e+1
209.4,2.085e+5,,,,,1.799e-4,1.151e-21,,7.535e-5,4.167e-27,2.236e+0,2.114e+0,3.500e-10,,,,,1.283e+5,8.571e-4,2.631e+3,2.545e+0,1.006e-11,6.178e+4,,,,1.578e+4,1.397e+1
209.6,2.339e+5,,,,,1.812e-4,1.788e-21,,8.178e-5,1.406e-27,6.229e+0,9.210e-1,1.665e-10,,,,,1.258e+5,3.152e-3,2.318e+3,1.963e+0,1.082e-11,9.035e+4,,,,1.537e+4,1.264e+1
209.8,2.667e+5,,,,,1.716e-4,2.591e-21,,8.426e-5,4.399e-28,1.618e+1,3.725e-1,7.350e-11,,,,,1.222e+5,1.081e-2,2.106e+3,1.553e+0,1.157e-11,1.276e+5,,,,1.476e+4,1.087e+1
210.0,3.065e+5,,,,,1.522e-4,3.508e-21,,8.235e-5,1.278e-28,3.917e+1,1.399e-1,3.013e-11,,,,,1.176e+5,3.453e-2,2.034e+3,1.251e+0,1.232e-11,1.730e+5,,,,1.384e+4,8.965e+0
210.2,3.518e+5,,,,,1.262e-4,4.442e-21,,7.625e-5,3.442e-29,8.834e+1,4.877e-2,1.147e-11,,,,,1.125e+5,1.028e-1,2.102e+3,1.014e+0,1.095e-10,2.245e+5,,,,1.261e+4,7.251e+0
210.4,4.009e+5,,,,,9.761e-5,5.271e-21,,6.689e-5,8.605e-30,1.856e+2,1.579e-2,4.051e-12,,,,,1.081e+5,2.853e-1,2.276e+3,8.169e-1,9.088e-10,2.791e+5,,,,1.118e+4,5.958e+0
210.6,4.518e+5,,,,,7.047e-5,5.878e-21,,5.581e-5,1.996e-30,3.632e+2,4.745e-3,1.329e-12,,,,,1.055e+5,7.381e-1,2.497e+3,6.482e-1,7.045e-9,3.337e+5,,,,9.720e+3,5.168e+0
210.8,5.028e+5,,,,,4.760e-5,6.186e-21,,4.498e-5,4.328e-31,6.622e+2,1.324e-3,4.046e-13,,,,,1.052e+5,1.779e+0,2.694e+3,5.053e-1,5.101e-8,3.858e+5,,,,8.380e+3,4.818e+0
211.0,5.533e+5,,,,,3.035e-5,6.178e-21,,3.667e-5,1.087e-31,1.125e+3,3.431e-4,1.144e-13,,,,,1.069e+5,3.998e+0,2.808e+3,3.874e-1,3.449e-7,4.351e+5,,,,7.273e+3,4.742e+0
211.2,6.044e+5,,,,,1.883e-5,5.901e-21,,3.331e-5,1.609e-31,1.780e+3,8.254e-5,3.002e-14,,,,,1.095e+5,8.374e+0,2.805e+3,2.933e-1,2.179e-6,4.838e+5,,,,6.443e+3,4.737e+0
211.4,6.594e+5,,,,,1.230e-5,5.438e-21,,3.749e-5,8.577e-31,2.623e+3,1.843e-5,7.314e-15,,,,,1.113e+5,1.634e+1,2.682e+3,2.202e-1,1.285e-5,5.369e+5,,,,5.864e+3,4.631e+0
211.6,7.232e+5,,,,,9.771e-6,4.879e-21,,5.189e-5,4.709e-30,3.603e+3,3.823e-6,1.654e-15,,,,,1.106e+5,2.973e+1,2.465e+3,1.649e-1,7.083e-5,6.010e+5,,,,5.454e+3,4.325e+0
211.8,8.023e+5,,,,,1.023e-5,4.293e-21,,7.897e-5,2.422e-29,4.609e+3,7.361e-7,3.476e-16,,,,,1.066e+5,5.041e+1,2.198e+3,1.238e-1,3.645e-4,6.837e+5,,,,5.102e+3,3.809e+0
212.0,9.035e+5,,,,,1.278e-5,3.724e-21,,1.201e-4,1.164e-28,5.493e+3,1.316e-7,6.879e-17,,,,,9.935e+4,7.967e+1,1.930e+3,9.393e-2,1.752e-3,7.920e+5,,,,4.709e+3,3.142e+0
212.2,1.033e+6,,,,,1.663e-5,3.193e-21,,1.747e-4,5.224e-28,6.098e+3,2.184e-8,1.798e-17,,,,,8.969e+4,1.173e+2,1.699e+3,7.281e-2,7.868e-3,9.309e+5,,,,4.212e+3,2.420e+0
212.4,1.193e+6,,,,,2.093e-5,2.724e-21,,2.388e-4,2.190e-27,6.307e+3,3.365e-9,3.106e-17,,,,,7.904e+4,1.611e+2,1.530e+3,5.873e-2,3.299e-2,1.102e+6,,,,3.602e+3,1.738e+0
212.6,1.380e+6,,,,,2.484e-5,2.362e-21,,3.051e-4,8.574e-27,6.077e+3,4.815e-10,1.379e-16,,,,,6.874e+4,2.061e+2,1.425e+3,5.058e-2,1.292e-1,1.301e+6,,,,2.918e+3,1.162e+0
212.8,1.584e+6,,,,,2.757e-5,2.182e-21,,3.637e-4,3.136e-26,5.455e+3,6.395e-11,6.115e-16,,,,,5.961e+4,2.458e+2,1.375e+3,4.759e-2,4.728e-1,1.515e+6,,,,2.226e+3,7.242e-1
213.0,1.781e+6,,,,,2.855e-5,2.291e-21,,4.041e-4,1.071e-25,4.561e+3,7.887e-12,2.546e-15,,,,,5.186e+4,2.732e+2,1.363e+3,4.908e-2,1.616e+0,1.721e+6,,,,1.594e+3,4.202e-1
213.2,1.941e+6,,,,,2.757e-5,2.812e-21,,4.186e-4,3.417e-25,3.553e+3,9.030e-13,9.934e-15,,,,,4.518e+4,2.831e+2,1.376e+3,5.426e-2,5.157e+0,1.890e+6,,,,1.069e+3,2.272e-1
213.4,2.035e+6,,,,,2.482e-5,3.853e-21,,4.041e-4,1.018e-24,2.579e+3,9.598e-14,3.635e-14,,,,,3.903e+4,2.739e+2,1.409e+3,6.207e-2,1.537e+1,1.991e+6,,,,6.710e+2,1.149e-1
213.6,2.037e+6,,,,,2.086e-5,5.468e-21,,3.636e-4,2.835e-24,1.743e+3,8.800e-14,1.248e-13,,,,,3.299e+4,2.480e+2,1.468e+3,7.120e-2,4.281e+1,2.000e+6,,,,3.936e+2,5.544e-2
213.8,1.941e+6,,,,,1.641e-5,7.615e-21,,3.049e-4,7.370e-24,1.098e+3,8.001e-14,4.020e-13,,,,,2.689e+4,2.125e+2,1.569e+3,8.019e-2,1.114e+2,1.911e+6,,,,2.159e+2,2.834e-2
214.0,1.760e+6,,,,,1.217e-5,1.012e-20,,2.383e-4,1.790e-23,6.440e+2,7.203e-14,1.217e-12,,,,,2.092e+4,1.778e+2,1.727e+3,8.759e-2,2.706e+2,1.736e+6,,,,1.108e+2,2.130e-2
214.2,1.521e+6,,,,,8.699e-6,1.267e-20,,1.736e-4,4.059e-23,3.520e+2,6.405e-14,3.461e-12,,,,,1.540e+4,1.578e+2,1.957e+3,9.219e-2,6.142e+2,1.503e+6,,,,5.382e+1,2.958e-2
214.4,1.260e+6,,,,,6.287e-6,1.488e-20,,1.179e-4,8.599e-23,1.792e+2,5.606e-14,9.264e-12,,,,,1.067e+4,1.713e+2,2.261e+3,9.321e-2,1.303e+3,1.246e+6,,,,2.604e+1,5.455e-2
214.6,1.008e+6,,,,,5.022e-6,1.635e-20,,7.458e-5,1.702e-22,8.500e+1,4.808e-14,2.335e-11,,,,,6.929e+3,2.444e+2,2.632e+3,9.041e-2,2.582e+3,9.953e+5,,,,1.553e+1,1.024e-1
214.8,7.857e+5,,,,,4.817e-6,1.680e-20,,4.399e-5,3.145e-22,3.756e+1,4.009e-14,5.545e-11,,,,,4.211e+3,4.132e+2,3.060e+3,8.414e-2,4.786e+3,7.732e+5,,,,1.627e+1,1.825e-1
215.0,6.034e+5,,,,,5.472e-6,1.613e-20,,2.419e-5,5.429e-22,1.546e+1,3.211e-14,1.243e-10,,,,,2.391e+3,7.245e+2,3.532e+3,7.524e-2,8.296e+3,5.884e+5,,,,2.684e+1,3.046e-1
215.2,4.608e+5,,,,,6.708e-6,1.447e-20,,1.242e-5,8.753e-22,5.927e+0,2.412e-14,2.630e-10,,,,,1.267e+3,1.230e+3,4.036e+3,6.488e-2,1.347e+4,4.408e+5,,,,4.923e+1,4.749e-1
215.4,3.533e+5,,,,,8.197e-6,1.213e-20,,6.007e-6,1.318e-21,2.117e+0,1.614e-14,5.263e-10,,,,,6.263e+2,1.973e+3,4.553e+3,5.437e-2,2.050e+4,3.255e+5,,,,8.766e+1,6.916e-1
215.6,2.750e+5,,,,,9.593e-6,9.497e-21,,2.871e-6,1.854e-21,7.045e-1,8.154e-15,9.967e-10,,,,,2.888e+2,2.965e+3,5.060e+3,4.498e-2,2.932e+4,2.372e+5,,,,1.473e+2,9.406e-1
215.8,2.216e+5,,,,,1.058e-5,6.948e-21,,1.668e-6,2.436e-21,2.184e-1,1.692e-16,1.787e-9,,,,,1.241e+2,4.167e+3,5.518e+3,3.782e-2,3.957e+4,1.720e+5,,,,2.329e+2,1.195e+0
216.0,1.904e+5,,,,,1.093e-5,4.748e-21,,1.720e-6,2.990e-21,6.307e-2,1.427e-15,3.038e-9,,,,,4.976e+1,5.473e+3,5.886e+3,3.376e-2,5.064e+4,1.280e+5,,,,3.469e+2,1.417e+0
216.2,1.803e+5,,,,,1.055e-5,3.032e-21,,2.893e-6,3.427e-21,1.698e-2,1.129e-14,4.896e-9,,,,,1.859e+1,6.716e+3,6.125e+3,3.333e-2,6.195e+4,1.051e+5,,,,4.887e+2,1.571e+0
216.4,1.911e+5,,,,,9.521e-6,1.808e-21,,5.473e-6,3.669e-21,4.344e-3,8.368e-14,7.483e-9,,,,,6.475e+0,7.699e+3,6.215e+3,3.660e-2,7.315e+4,1.034e+5,,,,6.546e+2,1.625e+0
216.6,2.229e+5,,,,,8.022e-6,1.007e-21,,1.007e-5,3.669e-21,1.382e-3,5.816e-13,1.085e-8,,,,,2.102e+0,8.247e+3,6.158e+3,4.305e-2,8.437e+4,1.232e+5,,,,8.405e+2,1.571e+0
216.8,2.756e+5,,,,,6.315e-6,5.242e-22,,1.750e-5,3.427e-21,1.751e-3,3.790e-12,1.491e-8,,,,,6.362e-1,8.261e+3,5.975e+3,5.153e-2,9.604e+4,1.643e+5,,,,1.044e+3,1.417e+0
