Wavelength (nm),Sum(calc),H I (9.6e-3),He I (1.0e-2),He II (2.5e-8),N I (2.8e-2),N II (1.6e-3),N III (8.2e-12),O I (2.9e-2),O II (9.8e-4),O III (6.9e-14),Si I (1.1e-6),Si II (8.9e-6),Si III (7.3e-9),Ar I (8.8e-1),Ar II (4.3e-2),Ar III (4.3e-9),Mn I (1.1e-5),Mn II (3.4e-4),Fe I (4.4e-7),Fe II (9.5e-6),Fe III (2.2e-8),Cu I (8.6e-7),Cu II (9.1e-6),La I (6.8e-8),La II (8.3e-6),W I (4.7e-7),W II (9.5e-6),W III (2.7e-8)
211.6,6.742e+4,,,,,2.931e-4,1.464e-19,,2.266e-6,2.056e-31,3.603e+3,3.823e-6,1.654e-15,,,,,2.806e+4,2.973e+0,2.465e+2,1.649e-2,3.541e-6,3.005e+4,,,,5.454e+3,4.325e+0
211.8,7.117e+4,,,,,3.068e-4,1.288e-19,,3.448e-6,1.058e-30,4.609e+3,7.361e-7,3.476e-16,,,,,2.705e+4,5.041e+0,2.198e+2,1.238e-2,1.823e-5,3.419e+4,,,,5.102e+3,3.809e+0
212.0,7.520e+4,,,,,3.835e-4,1.117e-19,,5.246e-6,5.083e-30,5.493e+3,1.316e-7,6.879e-17,,,,,2.520e+4,7.967e+0,1.930e+2,9.393e-3,8.762e-5,3.960e+4,,,,4.709e+3,3.142e+0
212.2,7.979e+4,,,,,4.988e-4,9.579e-20,,7.629e-6,2.281e-29,6.098e+3,2.184e-8,1.798e-17,,,,,2.275e+4,1.173e+1,1.699e+2,7.281e-3,3.934e-4,4.654e+4,,,,4.212e+3,2.420e+0
212.4,8.522e+4,,,,,6.278e-4,8.173e-20,,1.043e-5,9.563e-29,6.307e+3,3.365e-9,3.106e-17,,,,,2.005e+4,1.611e+1,1.530e+2,5.873e-3,1.650e-3,5.510e+4,,,,3.602e+3,1.738e+0
212.6,9.163e+4,,,,,7.452e-4,7.085e-20,,1.332e-5,3.744e-28,6.077e+3,4.815e-10,1.379e-16,,,,,1.743e+4,2.061e+1,1.425e+2,5.058e-3,6.462e-3,6.504e+4,,,,2.918e+3,1.162e+0
212.8,9.869e+4,,,,,8.271e-4,6.545e-20,,1.588e-5,1.369e-27,5.455e+3,6.395e-11,6.115e-16,,,,,1.512e+4,2.458e+1,1.375e+2,4.759e-3,2.364e-2,7.573e+4,,,,2.226e+3,7.242e-1
213.0,1.055e+5,,,,,8.565e-4,6.873e-20,,1.765e-5,4.677e-27,4.561e+3,7.887e-12,2.546e-15,,,,,1.315e+4,2.732e+1,1.363e+2,4.908e-3,8.079e-2,8.605e+4,,,,1.594e+3,4.202e-1
213.2,1.107e+5,,,,,8.270e-4,8.436e-20,,1.828e-5,1.492e-26,3.553e+3,9.030e-13,9.934e-15,,,,,1.146e+4,2.831e+1,1.376e+2,5.426e-3,2.578e-1,9.450e+4,,,,1.069e+3,2.272e-1
213.4,1.129e+5,,,,,7.446e-4,1.156e-19,,1.765e-5,4.447e-26,2.579e+3,7.913e-14,3.635e-14,,,,,9.900e+3,2.739e+1,1.409e+2,6.207e-3,7.687e-1,9.953e+4,,,,6.710e+2,1.149e-1
213.6,1.107e+5,,,,,6.257e-4,1.640e-19,,1.588e-5,1.238e-25,1.743e+3,7.284e-14,1.248e-13,,,,,8.366e+3,2.480e+1,1.468e+2,7.120e-3,2.141e+0,1.000e+5,,,,3.936e+2,5.544e-2
213.8,1.039e+5,,,,,4.922e-4,2.285e-19,,1.332e-5,3.218e-25,1.098e+3,6.655e-14,4.020e-13,,,,,6.821e+3,2.125e+1,1.569e+2,8.019e-3,5.568e+0,9.556e+4,,,,2.159e+2,2.834e-2
214.0,9.308e+4,,,,,3.652e-4,3.036e-19,,1.041e-5,7.815e-25,6.440e+2,6.026e-14,1.217e-12,,,,,5.306e+3,1.778e+1,1.727e+2,8.759e-3,1.353e+1,8.681e+4,,,,1.108e+2,2.130e-2
214.2,7.970e+4,,,,,2.610e-4,3.802e-19,,7.581e-6,1.772e-24,3.520e+2,5.397e-14,3.461e-12,,,,,3.906e+3,1.578e+1,1.957e+2,9.219e-3,3.071e+1,7.515e+4,,,,5.382e+1,2.958e-2
214.4,6.550e+4,,,,,1.886e-4,4.465e-19,,5.147e-6,3.755e-24,1.792e+2,4.768e-14,9.264e-12,,,,,2.706e+3,1.713e+1,2.261e+2,9.321e-3,6.514e+1,6.228e+4,,,,2.604e+1,5.455e-2
214.6,5.204e+4,,,,,1.507e-4,4.906e-19,,3.257e-6,7.430e-24,8.500e+1,4.139e-14,2.335e-11,,,,,1.757e+3,2.444e+1,2.632e+2,9.041e-3,1.291e+2,4.977e+4,,,,1.553e+1,1.024e-1
214.8,4.037e+4,,,,,1.445e-4,5.040e-19,,1.921e-6,1.373e-23,3.756e+1,3.509e-14,5.545e-11,,,,,1.068e+3,4.132e+1,3.060e+2,8.414e-3,2.393e+2,3.866e+4,,,,1.627e+1,1.825e-1
215.1,2.701e+4,,,,,1.811e-4,4.622e-19,,7.632e-7,3.036e-23,9.657e+0,2.566e-14,1.821e-10,,,,,4.452e+2,9.499e+1,3.781e+2,7.016e-3,5.328e+2,2.551e+4,,,,3.633e+1,3.836e-1
215.3,2.070e+4,,,,,2.233e-4,4.008e-19,,3.795e-7,4.731e-23,3.574e+0,1.937e-14,3.747e-10,,,,,2.279e+2,1.570e+2,4.294e+2,5.956e-3,8.373e+2,1.897e+4,,,,6.612e+1,5.780e-1
215.5,1.610e+4,,,,,2.678e-4,3.247e-19,,1.804e-7,6.886e-23,1.232e+0,1.308e-14,7.293e-10,,,,,1.088e+2,2.439e+2,4.810e+2,4.946e-3,1.235e+3,1.391e+4,,,,1.145e+2,8.135e-1
215.7,1.293e+4,,,,,3.046e-4,2.458e-19,,9.101e-8,9.361e-23,3.957e-1,6.786e-15,1.344e-9,,,,,4.844e+1,3.545e+2,5.298e+2,4.106e-3,1.715e+3,1.009e+4,,,,1.867e+2,1.069e+0
215.9,1.098e+4,,,,,3.253e-4,1.738e-19,,6.797e-8,1.189e-22,1.184e-1,4.953e-16,2.346e-9,,,,,2.011e+1,4.817e+2,5.716e+2,3.536e-3,2.252e+3,7.370e+3,,,,2.863e+2,1.313e+0
216.1,1.015e+4,,,,,3.249e-4,1.148e-19,,9.421e-8,1.410e-22,3.301e-2,4.046e-15,3.882e-9,,,,,7.782e+0,6.114e+2,6.023e+2,3.308e-3,2.815e+3,5.695e+3,,,,4.145e+2,1.505e+0
216.3,1.037e+4,,,,,3.033e-4,7.084e-20,,1.736e-7,1.562e-22,8.612e-3,3.098e-14,6.093e-9,,,,,2.807e+0,7.252e+2,6.189e+2,3.452e-3,3.378e+3,5.076e+3,,,,5.689e+2,1.611e+0
216.5,1.164e+4,,,,,2.644e-4,4.083e-20,,3.263e-7,1.616e-22,2.264e-3,2.224e-13,9.069e-9,,,,,9.440e-1,8.036e+2,6.204e+2,3.949e-3,3.937e+3,5.531e+3,,,,7.453e+2,1.611e+0
216.7,1.395e+4,,,,,2.153e-4,2.199e-20,,5.841e-7,1.562e-22,1.247e-3,1.497e-12,1.280e-8,,,,,2.959e-1,8.323e+2,6.080e+2,4.714e-3,4.506e+3,7.059e+3,,,,9.401e+2,1.505e+0
216.9,1.727e+4,,,,,1.639e-4,1.106e-20,,9.842e-7,1.410e-22,3.074e-3,9.441e-12,1.713e-8,,,,,8.646e-2,8.064e+2,5.845e+2,5.602e-3,5.110e+3,9.613e+3,,,,1.154e+3,1.313e+0
217.1,2.153e+4,,,,,1.170e-4,5.196e-21,,1.559e-6,1.189e-22,1.068e-2,5.583e-11,2.174e-8,,,,,2.355e-2,7.323e+2,5.522e+2,6.428e-3,5.761e+3,1.309e+4,,,,1.393e+3,1.069e+0
217.3,2.658e+4,,,,,7.925e-5,2.280e-21,,2.322e-6,9.361e-23,3.586e-2,3.095e-10,2.612e-8,,,,,5.978e-3,6.260e+2,5.132e+2,7.005e-3,6.434e+3,1.733e+4,,,,1.672e+3,8.135e-1
